asx_code,name,market_cap_aud,index_membership,asrs_group
SGLLV,Ricegrowers Ltd,871418411.0,ASX 300+,Group 2
SHA,Shape Australia Corporation Ltd,533496371.0,ASX 300+,Group 2
SHE,Stonehorse Energy Ltd,7528786.0,ASX 300+,Unclassified
SHG,Singular Health Group Ltd,64932042.0,ASX 300+,Group 3
SHN,Sunshine Metals Ltd,101890631.0,ASX 300+,Group 3
SHV,Select Harvests Ltd,552798716.0,ASX 300+,Group 2
SIX,Sprintex Ltd,38618941.0,ASX 300+,Unclassified
SKK,Stakk Ltd,84259663.0,ASX 300+,Group 3
SKM,Skylark Minerals Ltd,32691722.0,ASX 300+,Unclassified
SKO,Serko Ltd,157043401.0,ASX 300+,Group 3
SKS,SKS Technologies Group Ltd,964499963.0,ASX 300+,Group 2
SKT,Sky Network Television Ltd,349694525.0,ASX 300+,Group 2
SLA,Solara Minerals Ltd,6515831.0,ASX 300+,Unclassified
SLB,Stelar Metals Ltd,10134853.0,ASX 300+,Unclassified
SLD,"Saluda Medical, Inc",107110119.0,ASX 300+,Group 3
SLF,State Street SPDR S&P/ASX 200 Listed Property ETF,496120013.0,ASX 300+,Group 2
SLM,Solis Minerals Ltd,35863656.0,ASX 300+,Unclassified
SLZ,Sultan Resources Ltd,5266458.0,ASX 300+,Unclassified
SMI,Santana Minerals Ltd,537239507.0,ASX 300+,Group 2
SMM,Somerset Minerals Ltd,9655036.0,ASX 300+,Unclassified
SMS,Star Minerals Ltd,10644393.0,ASX 300+,Unclassified
SMX,Strata Minerals Ltd,6399250.0,ASX 300+,Unclassified
SNL,Supply Network Ltd,1341055349.0,ASX 300+,Group 2
SNM,Sentinel Metals Ltd,37799891.0,ASX 300+,Unclassified
SNS,Sensen Networks Ltd,24897970.0,ASX 300+,Unclassified
SNT,Syntara Ltd,46924503.0,ASX 300+,Unclassified
SNX,Sierra Nevada Gold Inc,29578801.0,ASX 300+,Unclassified
SOC,Soco Corporation Ltd,6689044.0,ASX 300+,Unclassified
SOP,Synertec Corporation Ltd,13502695.0,ASX 300+,Unclassified
SP3,Spectur Ltd,4976800.0,ASX 300+,Unclassified
SP8,Streamplay Studio Ltd,13202107.0,ASX 300+,Unclassified
SPD,Southern Palladium Ltd,151516603.0,ASX 300+,Group 3
SPG,SPC Global Holdings Ltd,25587979.0,ASX 300+,Unclassified
SPN,Sparc Technologies Ltd,35794732.0,ASX 300+,Unclassified
SPQ,Superior Resources Ltd,13203354.0,ASX 300+,Unclassified
SQX,SQX Resources Ltd,4560000.0,ASX 300+,Unclassified
SRH,Saferoads Holdings Ltd,4291299.0,ASX 300+,Unclassified
SRJ,SRJ Technologies Group Plc,20186609.0,ASX 300+,Unclassified
SRK,Strike Resources Ltd,7661250.0,ASX 300+,Unclassified
SRR,Sarama Resources Ltd,12893700.0,ASX 300+,Unclassified
SSG,Shaver Shop Group Ltd,158525118.0,ASX 300+,Group 3
SSO,State Street SPDR S&P/ASX Small Ordinaries ETF,27591572.0,ASX 300+,Unclassified
SST,Steamships Trading Company Ltd,341090607.0,ASX 300+,Group 2
TMS,Tennant Minerals Ltd,8660000.0,ASX 300+,Unclassified
ITM,Itech Minerals Ltd,8600000.0,ASX 300+,Unclassified
FNR,Far Northern Resources Ltd,8580000.0,ASX 300+,Unclassified
NAE,New Age Exploration Ltd,8570000.0,ASX 300+,Unclassified
EPN,Epsilon Healthcare Ltd,8560000.0,ASX 300+,Unclassified
R8R,REGENER8 Resources NL,8470000.0,ASX 300+,Unclassified
LCL,LCL Resources Ltd,8440000.0,ASX 300+,Unclassified
JHPI,Jpmorgan Equity Premium Income (Hedged) Active ETF,8410000.0,ASX 300+,Unclassified
EMA,Eminence Minerals Ltd,8400000.0,ASX 300+,Unclassified
PFE,Pantera Minerals Ltd,8380000.0,ASX 300+,Unclassified
OLY,Olympio Metals Ltd,8320000.0,ASX 300+,Unclassified
IXC,INVEX Therapeutics Ltd,8270000.0,ASX 300+,Unclassified
GFLGA,Global Masters Fund Ltd,8260000.0,ASX 300+,Unclassified
XST,Xstate Resources Ltd,8160000.0,ASX 300+,Unclassified
ML8,Moonlight Resources Ltd,8120000.0,ASX 300+,Unclassified
EVE,EVE Health Group Ltd,8100000.0,ASX 300+,Unclassified
NOV,Novatti Group Ltd,8100000.0,ASX 300+,Unclassified
BCB,Bowen Coking Coal Ltd,8080000.0,ASX 300+,Unclassified
GAS,State GAS Ltd,8060000.0,ASX 300+,Unclassified
BGT,Bio-Gene Technology Ltd,8010000.0,ASX 300+,Unclassified
BSN,Basin Energy Ltd,8000000.0,ASX 300+,Unclassified
GED,Golden Deeps Ltd,7980000.0,ASX 300+,Unclassified
ECS,ECS Botanics Holdings Ltd,7980000.0,ASX 300+,Unclassified
N1H,N1 Holdings Ltd,7930000.0,ASX 300+,Unclassified
ENV,Enova Mining Ltd,7920000.0,ASX 300+,Unclassified
AVNG,Avantis Global Equity Active ETF,7900000.0,ASX 300+,Unclassified
ODA,Orcoda Ltd,7880000.0,ASX 300+,Unclassified
VRL,Verity Resources Ltd,7860000.0,ASX 300+,Unclassified
IBX,Imagion Biosystems Ltd,7850000.0,ASX 300+,Unclassified
TAT,Tartana Minerals Ltd,7820000.0,ASX 300+,Unclassified
JHGA,JPM GBL Equity Premium Income Hedged Complex ETF,7820000.0,ASX 300+,Unclassified
M24,Mamba Exploration Ltd,7800000.0,ASX 300+,Unclassified
HE8,Helios Energy Ltd,7770000.0,ASX 300+,Unclassified
FIRE,Firetrail Alpha Plus Fund - Complex ETF,7760000.0,ASX 300+,Unclassified
VBS,Vectus Biosystems Ltd,7690000.0,ASX 300+,Unclassified
SER,Strategic Energy Resources Ltd,7640000.0,ASX 300+,Unclassified
H3E,H3 Energy Ltd,7570000.0,ASX 300+,Unclassified
T92,Terra Critical Minerals Ltd,7570000.0,ASX 300+,Unclassified
HIQ,HITIQ Ltd,7560000.0,ASX 300+,Unclassified
QXR,QX Resources Ltd,7560000.0,ASX 300+,Unclassified
MHK,Metal Hawk Ltd,7530000.0,ASX 300+,Unclassified
MMR,Mec Resources Ltd,7490000.0,ASX 300+,Unclassified
CTN,Catalina Resources Ltd,7460000.0,ASX 300+,Unclassified
TXR,Talonx Resources Ltd,7460000.0,ASX 300+,Unclassified
FCAP,Fidelity Global Future Leaders Active ETF,7430000.0,ASX 300+,Unclassified
USM,Union Star Metals Ltd,7420000.0,ASX 300+,Unclassified
AUV,Auravelle Metals Ltd,7360000.0,ASX 300+,Unclassified
TR8,Tarrina Resources Ltd,7340000.0,ASX 300+,Unclassified
MML,Mclaren Minerals Ltd,7330000.0,ASX 300+,Unclassified
RON,Ronin Resources Ltd,7270000.0,ASX 300+,Unclassified
PRO,Prophecy International Holdings Ltd,7250000.0,ASX 300+,Unclassified
AUA,Audeara Ltd,7240000.0,ASX 300+,Unclassified
GSM,Golden State Mining Ltd,7240000.0,ASX 300+,Unclassified
MTL,Mantle Minerals Ltd,7230000.0,ASX 300+,Unclassified
H2G,H2G Ltd,7190000.0,ASX 300+,Unclassified
OM1,Omnia Metals Group Ltd,7180000.0,ASX 300+,Unclassified
T88,Taiton Resources Ltd,7130000.0,ASX 300+,Unclassified
VAR,Variscan Mines Ltd,7110000.0,ASX 300+,Unclassified
SIV,SIV Capital Ltd,7100000.0,ASX 300+,Unclassified
AXI,Axtec Ltd,7090000.0,ASX 300+,Unclassified
OB1,Orbminco Ltd,7090000.0,ASX 300+,Unclassified
WC1,West Cobar Metals Ltd,7080000.0,ASX 300+,Unclassified
CCO,The Calmer Co International Ltd,7040000.0,ASX 300+,Unclassified
NGS,Nutritional Growth Solutions Ltd,6990000.0,ASX 300+,Unclassified
5GG,Pentanet Ltd,6930000.0,ASX 300+,Unclassified
THR,Thor Energy Plc,6910000.0,ASX 300+,Unclassified
PFT,Pure Foods Tasmania Ltd,6880000.0,ASX 300+,Unclassified
PER,Percheron Therapeutics Ltd,6850000.0,ASX 300+,Unclassified
CHR,Charger Metals NL,6830000.0,ASX 300+,Unclassified
FUL,Fulcrum Lithium Ltd,6800000.0,ASX 300+,Unclassified
PGY,Pilot Energy Ltd,6750000.0,ASX 300+,Unclassified
YANK,Betashares Strong US Dollar Complex ETF,6740000.0,ASX 300+,Unclassified
KTA,Krakatoa Resources Ltd,6670000.0,ASX 300+,Unclassified
TOLL,Betashares Ftse Global Infrastructure Share CH ETF,6670000.0,ASX 300+,Unclassified
OMG,OMG Group Ltd,6620000.0,ASX 300+,Unclassified
TEM,Tempest Minerals Ltd,6610000.0,ASX 300+,Unclassified
AYT,Austin Metals Ltd,6580000.0,ASX 300+,Unclassified
CAN,Cann Group Ltd,6570000.0,ASX 300+,Unclassified
OZZ,OZZ Resources Ltd,6550000.0,ASX 300+,Unclassified
KNI,Kuniko Ltd,6550000.0,ASX 300+,Unclassified
EV1,Evolution Energy Minerals Ltd,6530000.0,ASX 300+,Unclassified
DM1,Desert Metals Ltd,6510000.0,ASX 300+,Unclassified
CAQ,CAQ Holdings Ltd,6460000.0,ASX 300+,Unclassified
CGR,CGN Resources Ltd,6450000.0,ASX 300+,Unclassified
HAL,Halo Technologies Holdings Ltd,6420000.0,ASX 300+,Unclassified
MNC,Merino & Co. Ltd,6390000.0,ASX 300+,Unclassified
TIO,Temas Resources Corp,6380000.0,ASX 300+,Unclassified
TRP,Tissue Repair Ltd,6350000.0,ASX 300+,Unclassified
PLG,Pearl Gull Iron Ltd,6340000.0,ASX 300+,Unclassified
PPY,Papyrus Australia Ltd,6340000.0,ASX 300+,Unclassified
M2R,Miramar Resources Ltd,6330000.0,ASX 300+,Unclassified
REM,Remsense Technologies Ltd,6320000.0,ASX 300+,Unclassified
OZXX,Global X Australia Ex Financials & Resources ETF,6310000.0,ASX 300+,Unclassified
RIE,Riedel Resources Ltd,6290000.0,ASX 300+,Unclassified
JNO,Juno Minerals Ltd,6280000.0,ASX 300+,Unclassified
TON,Triton Minerals Ltd,6270000.0,ASX 300+,Unclassified
ACR,ACRUX Ltd,6270000.0,ASX 300+,Unclassified
X2M,X2M Connect Ltd,6260000.0,ASX 300+,Unclassified
HLXDA,HELIX Resources Ltd,6260000.0,ASX 300+,Unclassified
C7A,Clara Resources Australia Ltd,6260000.0,ASX 300+,Unclassified
AX8,Accelerate Resources Ltd,6260000.0,ASX 300+,Unclassified
AS2,Askari Metals Ltd,6250000.0,ASX 300+,Unclassified
GGE,Grand Gulf Energy Ltd,6240000.0,ASX 300+,Unclassified
OKJ,Oakajee Corporation Ltd,6220000.0,ASX 300+,Unclassified
AXL,Axel Ree Ltd,6150000.0,ASX 300+,Unclassified
JGLO,Jpmorgan Global Select Equity Active ETF,6110000.0,ASX 300+,Unclassified
FHS,Freehill Mining Ltd,6100000.0,ASX 300+,Unclassified
FIIN,Fidelity India Active ETF,6090000.0,ASX 300+,Unclassified
M3M,M3 Mining Ltd,6060000.0,ASX 300+,Unclassified
NME,NEX Metals Exploration Ltd,6040000.0,ASX 300+,Unclassified
G88,Golden Mile Resources Ltd,5970000.0,ASX 300+,Unclassified
28BB,Betashares 2028 Fixed Term Corp Bond Active ETF,5950000.0,ASX 300+,Unclassified
ZLD,Zelira Therapeutics Ltd,5950000.0,ASX 300+,Unclassified
ADS,Adslot Ltd,5910000.0,ASX 300+,Unclassified
MGT,Magnetite Mines Ltd,5900000.0,ASX 300+,Unclassified
KNG,Kingsland Minerals Ltd,5890000.0,ASX 300+,Unclassified
WOA,Wide Open Agriculture Ltd,5890000.0,ASX 300+,Unclassified
LIO,Lion Energy Ltd,5880000.0,ASX 300+,Unclassified
SVNP,Savana US Small Caps Active ETF,5880000.0,ASX 300+,Unclassified
AER,Aeeris Ltd,5860000.0,ASX 300+,Unclassified
ENL,Enlitic Inc,5830000.0,ASX 300+,Unclassified
BUS,Bubalus Resources Ltd,5800000.0,ASX 300+,Unclassified
A8G,Australasian Metals Ltd,5790000.0,ASX 300+,Unclassified
INF,Infinity Metals Ltd,5750000.0,ASX 300+,Unclassified
HMI,Hiremii Ltd,5690000.0,ASX 300+,Unclassified
WHK,Whitehawk Ltd,5670000.0,ASX 300+,Unclassified
RLG,Roolife Group Ltd,5670000.0,ASX 300+,Unclassified
ASQ,Australian Silica Quartz Group Ltd,5660000.0,ASX 300+,Unclassified
C29,C29 Metals Ltd,5660000.0,ASX 300+,Unclassified
NOR,Norwood Systems Ltd,5660000.0,ASX 300+,Unclassified
WSR,Westar Resources Ltd,5660000.0,ASX 300+,Unclassified
TG1,Techgen Metals Ltd,5640000.0,ASX 300+,Unclassified
ERE,European Resources Ltd,5560000.0,ASX 300+,Unclassified
SKUK,HEJAZ Sukuk Active ETF,5470000.0,ASX 300+,Unclassified
BIT,Biotron Ltd,5400000.0,ASX 300+,Unclassified
MHM,Mount Hope Mining Ltd,5370000.0,ASX 300+,Unclassified
ATT,Altitude Minerals Ltd,5350000.0,ASX 300+,Unclassified
RAS,Ragusa Minerals Ltd,5350000.0,ASX 300+,Unclassified
BRY,Barys Resources Ltd,5280000.0,ASX 300+,Unclassified
TSR,Turnstone Resources Ltd,5260000.0,ASX 300+,Unclassified
HJZP,HEJAZ Property Fund Active ETF,5220000.0,ASX 300+,Unclassified
ABR,Albright Metals Ltd,5200000.0,ASX 300+,Unclassified
TOU,Tlou Energy Ltd,5190000.0,ASX 300+,Unclassified
WYX,Western Yilgarn NL,5190000.0,ASX 300+,Unclassified
SPX,Spenda Ltd,5190000.0,ASX 300+,Unclassified
RPM,RPM Automotive Group Ltd,5180000.0,ASX 300+,Unclassified
RNX,Renegade Exploration Ltd,5170000.0,ASX 300+,Unclassified
HFY,Hubify Ltd,5170000.0,ASX 300+,Unclassified
BEO,Beonic Ltd,5150000.0,ASX 300+,Unclassified
IEQ,International Equities Corporation Ltd,5130000.0,ASX 300+,Unclassified
NRX,Noronex Ltd,5100000.0,ASX 300+,Unclassified
GC1PA,Glennon Small Companies Ltd,5090000.0,ASX 300+,Unclassified
PIM,Pinnacle Minerals Ltd,5080000.0,ASX 300+,Unclassified
PKD,Parkd Ltd,5080000.0,ASX 300+,Unclassified
NX1,Nexalis Therapeutics Ltd,5060000.0,ASX 300+,Unclassified
XGL,Xamble Group Ltd,5040000.0,ASX 300+,Unclassified
ZEU,ZEUS Resources Ltd,5020000.0,ASX 300+,Unclassified
PET,Phoslock Environmental Technologies Ltd,5000000.0,ASX 300+,Unclassified
HT8,Harris Technology Group Ltd,4930000.0,ASX 300+,Unclassified
GDR,Golden Dragon Mining Ltd,4920000.0,ASX 300+,Unclassified
MQR,Marquee Resources Ltd,4910000.0,ASX 300+,Unclassified
XPN,Xpon Technologies Group Ltd,4900000.0,ASX 300+,Unclassified
EMT,Emetals Ltd,4880000.0,ASX 300+,Unclassified
CUL,Cullen Resources Ltd,4850000.0,ASX 300+,Unclassified
VEN,Vintage Energy Ltd,4810000.0,ASX 300+,Unclassified
BGE,Bridge Saas Ltd,4800000.0,ASX 300+,Unclassified
HRE,Heavy Rare EARTHS Ltd,4780000.0,ASX 300+,Unclassified
PRM,Prominence Energy Ltd,4780000.0,ASX 300+,Unclassified
CHM,Chimeric Therapeutics Ltd,4740000.0,ASX 300+,Unclassified
ACM,Australian Critical Minerals Ltd,4740000.0,ASX 300+,Unclassified
AVW,Avira Resources Ltd,4730000.0,ASX 300+,Unclassified
DTM,Dart Mining NL,4720000.0,ASX 300+,Unclassified
L1M,Lightning Minerals Ltd,4710000.0,ASX 300+,Unclassified
BP8,BPH Global Ltd,4710000.0,ASX 300+,Unclassified
GES,Genesis Resources Ltd,4700000.0,ASX 300+,Unclassified
IVX,Invion Ltd,4650000.0,ASX 300+,Unclassified
BUR,Burley Minerals Ltd,4640000.0,ASX 300+,Unclassified
JHLO,Jpmorgan Global Select Equity (Hedged) Active ETF,4640000.0,ASX 300+,Unclassified
10X,Exultant Mining Ltd,4640000.0,ASX 300+,Unclassified
YAR,Yari Resources Ltd,4620000.0,ASX 300+,Unclassified
RBX,Resource Base Ltd,4610000.0,ASX 300+,Unclassified
PTL,Prestal Holdings Ltd,4600000.0,ASX 300+,Unclassified
BTN,Butn Ltd,4580000.0,ASX 300+,Unclassified
GOOD,Janus Henderson Sustainable Credit Active ETF,4540000.0,ASX 300+,Unclassified
ADC,Acdc Metals Ltd,4500000.0,ASX 300+,Unclassified
BCC,Beam Communications Holdings Ltd,4490000.0,ASX 300+,Unclassified
LVE,Love Group Global Ltd,4460000.0,ASX 300+,Unclassified
DBO,Diablo Resources Ltd,4420000.0,ASX 300+,Unclassified
EMN,Euro Manganese Inc,4410000.0,ASX 300+,Unclassified
TCAP,Ten Cap Alpha Plus Complex ETF,4350000.0,ASX 300+,Unclassified
CDR,Codrus Minerals Ltd,4340000.0,ASX 300+,Unclassified
GGAB,Betashares Geared Long Aus GOV Bond Complex ETF,4330000.0,ASX 300+,Unclassified
FEL,Forte Energy Ltd,4330000.0,ASX 300+,Unclassified
KNO,Knosys Ltd,4320000.0,ASX 300+,Unclassified
NPM,Newpeak Metals Ltd,4280000.0,ASX 300+,Unclassified
8CO,8COMMON Ltd,4260000.0,ASX 300+,Unclassified
BHD,Benjamin Hornigold Ltd,4230000.0,ASX 300+,Unclassified
HYD,HYDRIX Ltd,4200000.0,ASX 300+,Unclassified
8IH,8I Holdings Ltd,4180000.0,ASX 300+,Unclassified
UBI,Universal Biosensors Inc,4170000.0,ASX 300+,Unclassified
TML,Timah Resources Ltd,4170000.0,ASX 300+,Unclassified
ENT,Enterprise Metals Ltd,4170000.0,ASX 300+,Unclassified
EFE,Eastern Resources Ltd,4150000.0,ASX 300+,Unclassified
ERG,Eneco Refresh Ltd,4090000.0,ASX 300+,Unclassified
MOM,Moab Minerals Ltd,4030000.0,ASX 300+,Unclassified
IFG,Infocus Group Holdings Ltd,4030000.0,ASX 300+,Unclassified
FCG,Freedom Care Group Holdings Ltd,4010000.0,ASX 300+,Unclassified
WRX,Western Ridge Resources Ltd,3950000.0,ASX 300+,Unclassified
RAN,Range International Ltd,3930000.0,ASX 300+,Unclassified
PBL,Parabellum Resources Ltd,3920000.0,ASX 300+,Unclassified
IMI,Infinity Mining Ltd,3920000.0,ASX 300+,Unclassified
VFX,Visionflex Group Ltd,3900000.0,ASX 300+,Unclassified
RGT,Argent Biopharma Ltd,3890000.0,ASX 300+,Unclassified
DAF,Discovery Alaska Ltd,3880000.0,ASX 300+,Unclassified
USIG,Global X Usd Corporate Bond (Currency Hedged) ETF,3830000.0,ASX 300+,Unclassified
GGFD,Betashares Geared Long US TR Bond CH Complex ETF,3780000.0,ASX 300+,Unclassified
CGO,CPT Global Ltd,3770000.0,ASX 300+,Unclassified
ZMM,ZIMI Ltd,3760000.0,ASX 300+,Unclassified
OSX,Osteopore Ltd,3760000.0,ASX 300+,Unclassified
EE1,EARTHS Energy Ltd,3750000.0,ASX 300+,Unclassified
KSM,K2 Australian Small Cap Hedge Fund - Complex ETF,3670000.0,ASX 300+,Unclassified
DDT,Datadot Technology Ltd,3650000.0,ASX 300+,Unclassified
NTM,NT Minerals Ltd,3630000.0,ASX 300+,Unclassified
